id,severity,registry,repository,tag,labels,first_seen_at,remediated_at
CVE-2007-5686,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2024-26639,unknown,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2024-0727,medium,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2024-26618,unknown,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2020-14304,medium,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2010-4563,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-50495,medium,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2022-41848,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-2953,high,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-31437,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-52606,unknown,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2024-26581,unknown,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2011-4915,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2022-25265,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-52616,unknown,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2019-12380,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2020-35501,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-3640,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2024-1151,medium,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2017-11164,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-39615,medium,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-4010,medium,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2013-7445,high,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-6270,high,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2019-20794,medium,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2024-26585,medium,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2022-45888,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2019-12381,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-52602,unknown,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-52595,unknown,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2024-26605,unknown,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-37454,medium,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-45853,critical,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2024-26458,unknown,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2018-5709,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-23005,medium,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2019-9192,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2018-17977,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-52619,unknown,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2021-3847,high,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-1999-1412,medium,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2024-22365,medium,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2024-28835,medium,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-31484,high,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2022-0400,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2005-2541,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2024-26625,unknown,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2008-2544,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2010-4756,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-52584,unknown,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-21264,medium,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2024-26643,unknown,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2024-26641,unknown,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2024-26626,unknown,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2019-16230,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2019-19449,high,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2021-3714,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2019-15213,medium,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2019-12456,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
